Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	0	1	internal://	InInterests	0	0	0	0
1	0	1	internal://	OutInterests	0	0	0	0
1	0	1	internal://	InData	0	0	0	0
1	0	1	internal://	OutData	0	0	0	0
1	0	1	internal://	InNacks	0	0	0	0
1	0	1	internal://	OutNacks	0	0	0	0
1	0	1	internal://	InSatisfiedInterests	0	0	0	0
1	0	1	internal://	InTimedOutInterests	0	0	0	0
1	0	1	internal://	OutSatisfiedInterests	3.2	0	4	0
1	0	1	internal://	OutTimedOutInterests	0	0	0	0
1	0	256	internal://	InInterests	0	0	0	0
1	0	256	internal://	OutInterests	0	0	0	0
1	0	256	internal://	InData	0	0	0	0
1	0	256	internal://	OutData	0	0	0	0
1	0	256	internal://	InNacks	0	0	0	0
1	0	256	internal://	OutNacks	0	0	0	0
1	0	256	internal://	InSatisfiedInterests	3.2	0	4	0
1	0	256	internal://	InTimedOutInterests	0	0	0	0
1	0	256	internal://	OutSatisfiedInterests	0	0	0	0
1	0	256	internal://	OutTimedOutInterests	0	0	0	0
1	0	257	appFace://	InInterests	1.6	0	2	0
1	0	257	appFace://	OutInterests	0	0	0	0
1	0	257	appFace://	InData	0	0	0	0
1	0	257	appFace://	OutData	0	0	0	0
1	0	257	appFace://	InNacks	0	0	0	0
1	0	257	appFace://	OutNacks	1.6	0	2	0
1	0	257	appFace://	InSatisfiedInterests	0	0	0	0
1	0	257	appFace://	InTimedOutInterests	0	0	0	0
1	0	257	appFace://	OutSatisfiedInterests	0	0	0	0
1	0	257	appFace://	OutTimedOutInterests	0	0	0	0
1	0	-1	all	SatisfiedInterests	3.2	0	4	0
1	0	-1	all	TimedOutInterests	1.6	0	2	0
1	1	1	internal://	InInterests	0	0	0	0
1	1	1	internal://	OutInterests	0	0	0	0
1	1	1	internal://	InData	0	0	0	0
1	1	1	internal://	OutData	0	0	0	0
1	1	1	internal://	InNacks	0	0	0	0
1	1	1	internal://	OutNacks	0	0	0	0
1	1	1	internal://	InSatisfiedInterests	0	0	0	0
1	1	1	internal://	InTimedOutInterests	0	0	0	0
1	1	1	internal://	OutSatisfiedInterests	3.2	0	4	0
1	1	1	internal://	OutTimedOutInterests	0	0	0	0
1	1	256	internal://	InInterests	0	0	0	0
1	1	256	internal://	OutInterests	0	0	0	0
1	1	256	internal://	InData	0	0	0	0
1	1	256	internal://	OutData	0	0	0	0
1	1	256	internal://	InNacks	0	0	0	0
1	1	256	internal://	OutNacks	0	0	0	0
1	1	256	internal://	InSatisfiedInterests	3.2	0	4	0
1	1	256	internal://	InTimedOutInterests	0	0	0	0
1	1	256	internal://	OutSatisfiedInterests	0	0	0	0
1	1	256	internal://	OutTimedOutInterests	0	0	0	0
1	1	257	appFace://	InInterests	1.6	0	2	0
1	1	257	appFace://	OutInterests	0	0	0	0
1	1	257	appFace://	InData	0	0	0	0
1	1	257	appFace://	OutData	0	0	0	0
1	1	257	appFace://	InNacks	0	0	0	0
1	1	257	appFace://	OutNacks	1.6	0	2	0
1	1	257	appFace://	InSatisfiedInterests	0	0	0	0
1	1	257	appFace://	InTimedOutInterests	0	0	0	0
1	1	257	appFace://	OutSatisfiedInterests	0	0	0	0
1	1	257	appFace://	OutTimedOutInterests	0	0	0	0
1	1	-1	all	SatisfiedInterests	3.2	0	4	0
1	1	-1	all	TimedOutInterests	1.6	0	2	0
2	0	1	internal://	InInterests	0	0	0	0
2	0	1	internal://	OutInterests	0	0	0	0
2	0	1	internal://	InData	0	0	0	0
2	0	1	internal://	OutData	0	0	0	0
2	0	1	internal://	InNacks	0	0	0	0
2	0	1	internal://	OutNacks	0	0	0	0
2	0	1	internal://	InSatisfiedInterests	0	0	0	0
2	0	1	internal://	InTimedOutInterests	0	0	0	0
2	0	1	internal://	OutSatisfiedInterests	0.64	0	0	0
2	0	1	internal://	OutTimedOutInterests	0	0	0	0
2	0	256	internal://	InInterests	0	0	0	0
2	0	256	internal://	OutInterests	0	0	0	0
2	0	256	internal://	InData	0	0	0	0
2	0	256	internal://	OutData	0	0	0	0
2	0	256	internal://	InNacks	0	0	0	0
2	0	256	internal://	OutNacks	0	0	0	0
2	0	256	internal://	InSatisfiedInterests	0.64	0	0	0
2	0	256	internal://	InTimedOutInterests	0	0	0	0
2	0	256	internal://	OutSatisfiedInterests	0	0	0	0
2	0	256	internal://	OutTimedOutInterests	0	0	0	0
2	0	257	appFace://	InInterests	2.72	0	3	0
2	0	257	appFace://	OutInterests	0	0	0	0
2	0	257	appFace://	InData	0	0	0	0
2	0	257	appFace://	OutData	0	0	0	0
2	0	257	appFace://	InNacks	0	0	0	0
2	0	257	appFace://	OutNacks	2.72	0	3	0
2	0	257	appFace://	InSatisfiedInterests	0	0	0	0
2	0	257	appFace://	InTimedOutInterests	0	0	0	0
2	0	257	appFace://	OutSatisfiedInterests	0	0	0	0
2	0	257	appFace://	OutTimedOutInterests	0	0	0	0
2	0	-1	all	SatisfiedInterests	0.64	0	0	0
2	0	-1	all	TimedOutInterests	2.72	0	3	0
2	1	1	internal://	InInterests	0	0	0	0
2	1	1	internal://	OutInterests	0	0	0	0
2	1	1	internal://	InData	0	0	0	0
2	1	1	internal://	OutData	0	0	0	0
2	1	1	internal://	InNacks	0	0	0	0
2	1	1	internal://	OutNacks	0	0	0	0
2	1	1	internal://	InSatisfiedInterests	0	0	0	0
2	1	1	internal://	InTimedOutInterests	0	0	0	0
2	1	1	internal://	OutSatisfiedInterests	0.64	0	0	0
2	1	1	internal://	OutTimedOutInterests	0	0	0	0
2	1	256	internal://	InInterests	0	0	0	0
2	1	256	internal://	OutInterests	0	0	0	0
2	1	256	internal://	InData	0	0	0	0
2	1	256	internal://	OutData	0	0	0	0
2	1	256	internal://	InNacks	0	0	0	0
2	1	256	internal://	OutNacks	0	0	0	0
2	1	256	internal://	InSatisfiedInterests	0.64	0	0	0
2	1	256	internal://	InTimedOutInterests	0	0	0	0
2	1	256	internal://	OutSatisfiedInterests	0	0	0	0
2	1	256	internal://	OutTimedOutInterests	0	0	0	0
2	1	257	appFace://	InInterests	2.72	0	3	0
2	1	257	appFace://	OutInterests	0	0	0	0
2	1	257	appFace://	InData	0	0	0	0
2	1	257	appFace://	OutData	0	0	0	0
2	1	257	appFace://	InNacks	0	0	0	0
2	1	257	appFace://	OutNacks	2.72	0	3	0
2	1	257	appFace://	InSatisfiedInterests	0	0	0	0
2	1	257	appFace://	InTimedOutInterests	0	0	0	0
2	1	257	appFace://	OutSatisfiedInterests	0	0	0	0
2	1	257	appFace://	OutTimedOutInterests	0	0	0	0
2	1	-1	all	SatisfiedInterests	0.64	0	0	0
2	1	-1	all	TimedOutInterests	2.72	0	3	0
3	0	1	internal://	InInterests	0	0	0	0
3	0	1	internal://	OutInterests	0	0	0	0
3	0	1	internal://	InData	0	0	0	0
3	0	1	internal://	OutData	0	0	0	0
3	0	1	internal://	InNacks	0	0	0	0
3	0	1	internal://	OutNacks	0	0	0	0
3	0	1	internal://	InSatisfiedInterests	0	0	0	0
3	0	1	internal://	InTimedOutInterests	0	0	0	0
3	0	1	internal://	OutSatisfiedInterests	0.128	0	0	0
